loan_id,gender,married,dependents,education,self_employed,applicant_income,coapplicant_income,loan_amount,loan_term,credit_history,property_area,loan_status
LN100278,Male,No,2,Graduate,Yes,12973,5997.0,676.0,120.0,1.0,Semiurban,Approved
LN100279,Female,Yes,2,Not Graduate,Yes,10112,4617.0,75.0,360.0,0.0,Rural,Approved
LN100280,Female,Yes,0,Graduate,No,9352,2387.0,348.0,360.0,0.0,Semiurban,Rejected
LN100281,Female,Yes,2,Graduate,No,3437,4965.0,126.0,360.0,1.0,Semiurban,Approved
LN100282,Male,No,0,Graduate,No,6903,1024.0,186.0,240.0,1.0,Rural,Rejected
LN100283,Male,Yes,0,Graduate,Yes,10916,183.0,69.0,180.0,1.0,Urban,Approved
LN100284,Male,Yes,0,Not Graduate,No,2444,1227.0,489.0,180.0,1.0,Semiurban,Approved
LN100285,Male,No,0,Graduate,No,3832,2042.0,260.0,360.0,0.0,Urban,Rejected
LN100286,Male,Yes,0,Graduate,Yes,4561,3063.0,600.0,360.0,1.0,Rural,Rejected
LN100287,Male,No,0,Graduate,Yes,3868,3691.0,484.0,360.0,1.0,Semiurban,Approved
LN100288,Male,Yes,1,Graduate,No,2041,5464.0,256.0,180.0,1.0,Semiurban,Approved
LN100289,Male,Yes,0,Not Graduate,No,4468,3059.0,488.0,360.0,1.0,Semiurban,Approved
LN100290,Male,Yes,0,Graduate,No,2602,3008.0,91.0,300.0,1.0,Urban,Rejected
LN100291,Male,No,0,Graduate,No,6859,301.0,460.0,300.0,1.0,Urban,Approved
LN100292,Male,No,0,Not Graduate,No,14156,209.0,572.0,360.0,0.0,Urban,Rejected
LN100293,Female,No,0,Graduate,Yes,1995,3307.0,659.0,360.0,1.0,Semiurban,Rejected
LN100294,Male,Yes,0,Graduate,No,3987,2629.0,476.0,180.0,1.0,Urban,Approved
LN100295,Male,No,1,Graduate,No,13507,5035.0,324.0,120.0,0.0,Urban,Rejected
LN100296,Male,Yes,1,Not Graduate,No,4130,964.0,497.0,360.0,1.0,Rural,Approved
LN100297,Female,Yes,1,Graduate,No,12351,150.0,418.0,240.0,1.0,Rural,Rejected
LN100298,Male,No,0,Graduate,No,6641,2694.0,269.0,,1.0,Semiurban,Approved
LN100299,Male,Yes,0,Not Graduate,No,5406,1425.0,626.0,240.0,0.0,Semiurban,Approved
LN100300,Male,Yes,2,Graduate,No,10268,298.0,281.0,120.0,1.0,Urban,Approved
LN100301,Male,Yes,0,Not Graduate,No,1860,4348.0,377.0,300.0,1.0,Semiurban,Approved
LN100302,Male,Yes,0,Graduate,No,13382,670.0,492.0,360.0,1.0,Rural,Rejected
LN100303,Male,Yes,0,Graduate,Yes,11905,3650.0,101.0,300.0,1.0,Urban,Approved
LN100304,Male,Yes,0,Graduate,Yes,5727,1686.0,425.0,360.0,1.0,Urban,Approved
LN100305,Female,Yes,0,Not Graduate,No,8096,1041.0,312.0,360.0,1.0,Rural,Approved
LN100306,Female,No,0,Graduate,No,4391,2279.0,316.0,360.0,1.0,Semiurban,Rejected
LN100307,Male,No,1,Not Graduate,Yes,10558,4809.0,408.0,360.0,1.0,Urban,Approved
LN100308,Male,Yes,0,Not Graduate,No,13927,2353.0,366.0,360.0,1.0,Semiurban,Approved
LN100309,Female,Yes,1,Graduate,Yes,11563,4505.0,373.0,120.0,1.0,Urban,Approved
LN100310,Male,Yes,,Not Graduate,No,14709,753.0,612.0,360.0,1.0,Semiurban,Approved
LN100311,Male,Yes,2,Graduate,No,7921,4637.0,678.0,360.0,1.0,Rural,Approved
LN100312,Male,Yes,1,Graduate,No,3000,1422.0,470.0,360.0,1.0,Rural,Approved
LN100313,Male,Yes,3+,Graduate,No,14401,4064.0,95.0,360.0,1.0,Semiurban,Approved
LN100314,Female,Yes,0,Not Graduate,No,4654,3395.0,649.0,360.0,1.0,Rural,Rejected
LN100315,Female,Yes,0,Graduate,Yes,12887,5575.0,318.0,360.0,1.0,Semiurban,Approved
LN100316,Male,Yes,0,Graduate,No,8824,2324.0,650.0,240.0,1.0,Rural,Rejected
LN100317,Male,Yes,1,Graduate,No,11228,397.0,430.0,360.0,1.0,Semiurban,Approved
LN100318,Male,No,2,Graduate,No,8772,115.0,167.0,360.0,1.0,Rural,Rejected
LN100319,Male,No,0,Graduate,No,1936,4961.0,,360.0,1.0,Rural,Rejected
LN100320,Male,Yes,3+,Not Graduate,Yes,2829,3148.0,165.0,180.0,1.0,Urban,Approved
LN100321,Male,No,0,Not Graduate,No,12148,4651.0,679.0,360.0,1.0,Rural,Approved
LN100322,Female,Yes,3+,Graduate,No,4394,1407.0,309.0,300.0,1.0,Rural,Approved
LN100323,Male,No,0,Not Graduate,No,9006,2071.0,124.0,120.0,1.0,Rural,Approved
LN100324,Male,No,0,Graduate,No,2461,181.0,529.0,360.0,1.0,Urban,Approved
LN100325,Female,Yes,0,Not Graduate,No,4272,5769.0,354.0,240.0,1.0,Rural,Rejected
LN100326,Female,Yes,0,Graduate,No,12669,4007.0,56.0,360.0,1.0,Rural,Approved
LN100327,Male,Yes,0,Graduate,Yes,12300,5599.0,415.0,300.0,1.0,Urban,Rejected
LN100328,Male,Yes,0,Graduate,No,1886,1593.0,,360.0,1.0,Rural,Rejected
LN100329,Male,Yes,2,Not Graduate,No,12504,3669.0,572.0,120.0,1.0,Urban,Rejected
LN100330,Male,Yes,0,Graduate,No,8019,4071.0,397.0,300.0,1.0,Urban,Approved
LN100331,Male,Yes,0,Graduate,No,9943,1905.0,487.0,240.0,1.0,Semiurban,Approved
LN100332,Female,No,1,Graduate,No,8768,5089.0,264.0,240.0,1.0,Semiurban,Approved
LN100333,Male,No,1,Graduate,Yes,12934,5683.0,478.0,180.0,1.0,Semiurban,Approved
LN100334,Male,Yes,0,Graduate,No,4573,5309.0,547.0,240.0,1.0,Urban,Approved
LN100335,Male,Yes,0,Graduate,No,12496,4434.0,589.0,360.0,1.0,Rural,Approved
LN100336,Male,Yes,0,Not Graduate,No,13302,1665.0,416.0,300.0,0.0,Urban,Rejected
LN100337,Female,Yes,0,Graduate,No,3500,1690.0,362.0,360.0,1.0,Urban,Approved
LN100338,Female,No,1,Graduate,No,13662,5780.0,587.0,300.0,1.0,Urban,Approved
LN100339,Male,Yes,0,Graduate,No,4500,62.0,103.0,360.0,1.0,Semiurban,Approved
LN100340,Male,Yes,0,Not Graduate,Yes,8615,4296.0,590.0,360.0,1.0,Rural,Rejected
LN100341,Male,Yes,1,Not Graduate,No,13621,4237.0,516.0,360.0,1.0,Semiurban,Approved
LN100342,Male,Yes,,Graduate,No,14582,3736.0,213.0,300.0,1.0,Rural,Rejected
LN100343,Male,No,1,Graduate,No,3447,5941.0,383.0,180.0,0.0,Urban,Rejected
LN100344,Male,No,0,Graduate,No,7838,1871.0,596.0,360.0,1.0,Semiurban,Rejected
LN100345,Male,Yes,3+,Graduate,No,6964,2040.0,397.0,180.0,1.0,Semiurban,Approved
LN100346,Male,Yes,0,Not Graduate,No,7320,474.0,322.0,300.0,1.0,Semiurban,Rejected
LN100347,Male,Yes,2,Graduate,No,13310,2657.0,463.0,300.0,1.0,Urban,Rejected
LN100348,Male,No,1,Graduate,No,5487,1566.0,549.0,300.0,1.0,Semiurban,Approved
LN100349,Male,No,0,Graduate,No,2396,2060.0,142.0,240.0,0.0,Semiurban,Rejected
LN100350,Male,Yes,1,Not Graduate,No,6345,5007.0,128.0,360.0,1.0,Rural,Rejected
LN100351,Male,Yes,3+,Graduate,No,10476,5613.0,671.0,180.0,1.0,Semiurban,Approved
LN100352,Female,No,1,Graduate,No,10637,1114.0,266.0,360.0,1.0,Urban,Approved
LN100353,Male,Yes,2,Graduate,No,13081,2235.0,407.0,180.0,1.0,Semiurban,Approved
LN100354,Male,No,2,Not Graduate,No,6557,5572.0,667.0,180.0,1.0,Urban,Approved
LN100355,Male,Yes,0,Graduate,No,14845,371.0,556.0,360.0,1.0,Rural,Approved
LN100356,Male,Yes,0,Graduate,No,6184,554.0,608.0,240.0,1.0,Semiurban,Rejected
LN100357,Male,Yes,1,Graduate,No,10712,977.0,230.0,360.0,1.0,Urban,Approved
LN100358,,Yes,0,Graduate,No,6533,3571.0,625.0,360.0,1.0,Rural,Approved
LN100359,Female,Yes,2,Graduate,No,8881,903.0,295.0,180.0,1.0,Semiurban,Approved
LN100360,Male,No,2,Graduate,Yes,10490,5808.0,293.0,360.0,1.0,Urban,Approved
LN100361,Male,Yes,0,Graduate,No,8917,2680.0,555.0,240.0,1.0,Semiurban,Approved
LN100362,Male,Yes,0,Graduate,Yes,6529,3009.0,,360.0,1.0,Urban,Approved
LN100363,Male,Yes,2,Graduate,No,3473,1480.0,369.0,240.0,1.0,Rural,Approved
LN100364,Male,Yes,0,Not Graduate,No,13059,2826.0,136.0,360.0,1.0,Rural,Approved
LN100365,Female,Yes,2,Graduate,Yes,10106,3971.0,266.0,120.0,1.0,Rural,Approved
LN100366,Male,Yes,0,Not Graduate,,12971,4507.0,539.0,360.0,0.0,Semiurban,Approved
LN100367,Female,No,1,Graduate,No,14761,4523.0,568.0,360.0,0.0,Semiurban,Rejected
LN100368,Female,Yes,0,Graduate,No,11728,3467.0,327.0,360.0,1.0,Rural,Approved
LN100369,Male,Yes,1,Graduate,No,13603,5426.0,218.0,360.0,1.0,Urban,Rejected
LN100370,Male,Yes,0,Graduate,No,8978,4904.0,379.0,360.0,1.0,Semiurban,Approved
LN100371,,No,1,Graduate,Yes,12245,4542.0,699.0,360.0,1.0,Semiurban,Approved
LN100372,Male,No,0,Graduate,No,4094,334.0,490.0,240.0,1.0,Urban,Approved
LN100373,Male,No,2,Graduate,No,5430,41.0,440.0,300.0,1.0,Semiurban,Approved
LN100374,Male,Yes,2,Not Graduate,No,1946,1275.0,545.0,300.0,1.0,Rural,Rejected
LN100375,Male,,0,Graduate,No,13974,3981.0,430.0,300.0,1.0,Rural,Approved
LN100376,Male,Yes,0,Not Graduate,No,5253,2467.0,355.0,300.0,1.0,Urban,Approved
LN100377,Female,Yes,0,Graduate,Yes,6307,2414.0,562.0,360.0,1.0,Urban,Approved
LN100378,Male,Yes,1,Graduate,No,7583,5308.0,237.0,240.0,1.0,Urban,Approved
LN100379,Female,Yes,1,Graduate,No,9551,5373.0,565.0,360.0,1.0,Rural,Rejected
LN100380,Male,Yes,,Graduate,No,12402,5455.0,693.0,240.0,1.0,Urban,Approved
LN100381,Male,Yes,0,Graduate,Yes,7428,1883.0,476.0,300.0,1.0,Semiurban,Approved
LN100382,Male,No,0,Graduate,No,10128,4146.0,551.0,360.0,1.0,Urban,Approved
LN100383,Male,Yes,1,Graduate,No,5160,1630.0,309.0,360.0,1.0,Semiurban,Approved
LN100384,Female,Yes,0,Graduate,No,4805,1144.0,562.0,360.0,0.0,Semiurban,Rejected
LN100385,Female,No,3+,Graduate,No,5352,1108.0,120.0,360.0,1.0,Rural,Rejected
LN100386,Female,Yes,0,Not Graduate,No,1818,2053.0,527.0,240.0,0.0,Urban,Rejected
LN100387,Male,No,1,Not Graduate,No,4042,2580.0,227.0,360.0,1.0,Semiurban,Approved
LN100388,Male,Yes,0,Graduate,No,8118,4986.0,506.0,180.0,1.0,Urban,Approved
LN100389,Female,Yes,0,Not Graduate,No,6897,719.0,238.0,300.0,1.0,Semiurban,Approved
LN100390,Female,No,1,Graduate,No,10440,4410.0,340.0,360.0,1.0,Rural,Approved
LN100391,Female,No,1,Graduate,,3748,3189.0,569.0,120.0,0.0,Urban,Rejected
LN100392,Male,No,3+,Not Graduate,No,10937,1728.0,341.0,300.0,1.0,Rural,Approved
LN100393,Male,Yes,0,Graduate,No,7418,2957.0,684.0,360.0,1.0,Semiurban,Rejected
LN100394,Female,Yes,0,Graduate,No,6036,1800.0,332.0,,1.0,Urban,Rejected
LN100395,Male,Yes,1,Graduate,No,8701,3576.0,593.0,300.0,0.0,Semiurban,Approved
LN100396,Female,Yes,1,Graduate,No,3720,2603.0,426.0,120.0,1.0,Urban,Rejected
LN100397,Female,No,0,Graduate,Yes,12969,986.0,205.0,240.0,0.0,Semiurban,Approved
LN100398,Male,Yes,0,Not Graduate,No,5988,699.0,557.0,300.0,1.0,Rural,Approved
LN100399,Female,No,0,Graduate,No,14007,3280.0,462.0,360.0,1.0,Urban,Approved
LN100400,Female,Yes,2,Graduate,No,2038,5414.0,577.0,240.0,1.0,Semiurban,Rejected
LN100401,Male,Yes,0,Not Graduate,No,2004,2064.0,404.0,360.0,1.0,Rural,Rejected
LN100402,Female,Yes,0,Graduate,No,12599,4398.0,608.0,180.0,0.0,Rural,Rejected
LN100403,Male,No,0,Graduate,No,7352,3952.0,236.0,360.0,1.0,Semiurban,Approved
LN100404,Female,No,0,Graduate,No,14332,5589.0,80.0,300.0,1.0,Rural,Approved
LN100405,Male,No,0,Graduate,,6727,4926.0,309.0,360.0,1.0,Semiurban,Approved
LN100406,,No,0,Not Graduate,No,13380,3400.0,470.0,300.0,1.0,Semiurban,Rejected
LN100407,Male,No,0,Graduate,No,12964,3942.0,578.0,360.0,1.0,Rural,Approved
LN100408,Male,,2,Not Graduate,No,6190,5390.0,600.0,240.0,1.0,Semiurban,Approved
LN100409,Female,Yes,0,Graduate,No,4487,2397.0,353.0,240.0,1.0,Semiurban,Approved
LN100410,Male,Yes,0,Not Graduate,No,6751,1961.0,88.0,360.0,1.0,Semiurban,Approved
LN100411,Male,Yes,2,Graduate,No,7960,65.0,538.0,360.0,1.0,Rural,Approved
LN100412,Female,No,1,Not Graduate,No,14158,4959.0,693.0,360.0,1.0,Rural,Approved
LN100413,Female,No,0,Graduate,No,7188,4806.0,591.0,360.0,1.0,Semiurban,Approved
LN100414,Male,Yes,0,Not Graduate,No,11340,627.0,327.0,360.0,1.0,Semiurban,Approved
LN100415,Male,No,0,Graduate,No,14392,3461.0,252.0,180.0,0.0,Semiurban,Rejected
LN100416,Male,No,1,Graduate,No,6926,2784.0,115.0,300.0,1.0,Semiurban,Approved
LN100417,,Yes,3+,Not Graduate,No,2616,712.0,157.0,300.0,1.0,Urban,Approved
LN100418,,Yes,1,Graduate,Yes,10812,5883.0,317.0,360.0,1.0,Rural,Approved
LN100419,Male,No,1,Not Graduate,Yes,1992,1288.0,271.0,300.0,1.0,Semiurban,Approved
LN100420,Female,Yes,2,Graduate,No,3576,403.0,579.0,240.0,1.0,Semiurban,Approved
LN100421,Female,No,0,Graduate,No,5445,3569.0,139.0,360.0,1.0,Urban,Approved
LN100422,,Yes,0,Graduate,No,14616,4433.0,304.0,360.0,1.0,Urban,Rejected
LN100423,Male,No,1,Graduate,No,8114,195.0,504.0,300.0,1.0,Rural,Approved
LN100424,Male,No,3+,Graduate,No,10242,3952.0,302.0,240.0,1.0,Urban,Approved
LN100425,Male,No,0,Graduate,No,3588,3194.0,306.0,240.0,0.0,Urban,Approved
LN100426,Male,Yes,1,Graduate,No,9174,620.0,432.0,240.0,1.0,Semiurban,Approved
LN100427,Male,No,0,Graduate,No,5500,1035.0,491.0,300.0,0.0,Urban,Rejected
LN100428,Female,No,0,Graduate,Yes,12455,3408.0,648.0,360.0,1.0,Urban,Approved
LN100429,Male,Yes,0,Graduate,No,11159,1778.0,139.0,360.0,1.0,Semiurban,Approved
LN100430,Male,No,0,Graduate,Yes,5693,5630.0,439.0,360.0,1.0,Semiurban,Approved
LN100431,Male,Yes,2,Graduate,No,8611,4912.0,631.0,300.0,1.0,Semiurban,Approved
LN100432,Female,Yes,0,Graduate,No,11088,5901.0,93.0,360.0,1.0,Semiurban,Approved
LN100433,Male,Yes,1,Not Graduate,Yes,4479,1558.0,647.0,240.0,1.0,Semiurban,Rejected
LN100434,Male,Yes,2,Not Graduate,No,11839,5818.0,68.0,360.0,1.0,Rural,Approved
LN100435,Male,Yes,3+,Graduate,No,5704,2587.0,150.0,360.0,1.0,Semiurban,Approved
LN100436,Female,No,0,Graduate,No,9060,2085.0,656.0,240.0,1.0,Urban,Approved
LN100437,Male,Yes,0,Not Graduate,No,2304,302.0,406.0,180.0,1.0,Urban,Approved
LN100438,Female,No,0,Graduate,Yes,11613,317.0,591.0,360.0,1.0,Semiurban,Approved
LN100439,Female,Yes,3+,Graduate,No,12464,4152.0,82.0,300.0,1.0,Rural,Approved
LN100440,Male,Yes,3+,Graduate,No,12538,2748.0,278.0,360.0,1.0,Urban,Approved
LN100441,Male,Yes,0,Not Graduate,No,11379,1359.0,573.0,120.0,1.0,Semiurban,Rejected
LN100442,Female,No,2,Graduate,No,12986,3684.0,679.0,360.0,1.0,Urban,Rejected
LN100443,Male,Yes,0,Graduate,No,8573,1517.0,204.0,300.0,0.0,Semiurban,Rejected
LN100444,Male,Yes,1,Not Graduate,No,5616,3466.0,472.0,180.0,1.0,Rural,Approved
LN100445,Female,No,0,Not Graduate,No,2517,2155.0,295.0,360.0,1.0,Semiurban,Approved
LN100446,Female,Yes,2,Graduate,No,13476,4941.0,454.0,240.0,1.0,Semiurban,Approved
LN100447,Female,Yes,0,Graduate,No,6234,4924.0,590.0,300.0,1.0,Urban,Approved
LN100448,Female,Yes,2,Not Graduate,No,2458,2864.0,210.0,180.0,1.0,Rural,Approved
LN100449,Male,No,2,Graduate,No,6857,2105.0,166.0,240.0,1.0,Urban,Rejected
LN100450,Male,Yes,1,Graduate,No,5808,2175.0,320.0,300.0,1.0,Rural,Approved
LN100451,Female,No,0,Graduate,No,14516,4834.0,536.0,180.0,1.0,Urban,Approved
LN100452,Male,Yes,0,Not Graduate,No,6794,1969.0,221.0,360.0,1.0,Rural,Approved
LN100453,Male,No,0,Graduate,No,6034,1254.0,323.0,120.0,1.0,Semiurban,Rejected
LN100454,Female,No,0,Not Graduate,No,5564,508.0,308.0,360.0,0.0,Semiurban,Rejected
LN100455,Male,No,0,Not Graduate,Yes,12981,2800.0,184.0,180.0,1.0,Urban,Approved
LN100456,Male,,3+,Graduate,No,6437,2893.0,471.0,300.0,1.0,Rural,Approved
LN100457,Male,No,1,Graduate,No,3904,5045.0,470.0,360.0,1.0,Urban,Rejected
LN100458,Male,Yes,0,Graduate,Yes,11247,1327.0,235.0,240.0,1.0,Urban,Approved
LN100459,Male,Yes,0,Graduate,Yes,8601,2286.0,413.0,360.0,1.0,Semiurban,Rejected
LN100460,Male,Yes,0,Graduate,No,12474,4850.0,656.0,240.0,1.0,Urban,Approved
LN100461,Male,No,1,Graduate,No,10375,4942.0,427.0,360.0,1.0,Urban,Approved
LN100462,Male,No,0,Graduate,No,4407,2308.0,572.0,360.0,1.0,Rural,Rejected
LN100463,Female,No,3+,Not Graduate,No,10185,2755.0,629.0,360.0,0.0,Rural,Rejected
LN100464,Male,Yes,0,Graduate,No,13799,1820.0,245.0,360.0,1.0,Semiurban,Approved
LN100465,Female,Yes,3+,Graduate,No,5519,5595.0,147.0,360.0,1.0,Rural,Rejected
LN100466,Male,No,2,Graduate,No,4381,712.0,654.0,240.0,1.0,Semiurban,Approved
LN100467,Male,Yes,0,Graduate,No,4365,5602.0,71.0,240.0,0.0,Urban,Approved
LN100468,Female,Yes,3+,Graduate,No,4563,4103.0,499.0,360.0,1.0,Semiurban,Approved
LN100469,Male,Yes,0,Graduate,No,12790,3189.0,221.0,300.0,1.0,Semiurban,Approved
LN100470,Female,Yes,2,Graduate,No,8128,196.0,432.0,300.0,1.0,Rural,Approved
LN100471,Male,Yes,0,Graduate,No,7791,2854.0,183.0,360.0,0.0,Urban,Rejected
LN100472,Female,Yes,2,Graduate,No,12331,2446.0,475.0,300.0,1.0,Semiurban,Approved
LN100473,Male,Yes,2,Graduate,No,5206,967.0,74.0,360.0,1.0,Urban,Approved
LN100474,Female,Yes,,Graduate,No,10723,3938.0,552.0,360.0,1.0,Urban,Rejected
LN100475,Male,No,2,Not Graduate,No,12864,5827.0,234.0,360.0,1.0,Urban,Approved
LN100476,Female,Yes,0,Graduate,No,13112,3373.0,134.0,360.0,1.0,Rural,Rejected
LN100477,Male,Yes,0,Graduate,No,6580,4289.0,616.0,120.0,1.0,Rural,Approved
LN100478,Male,No,0,Graduate,No,5977,411.0,193.0,300.0,0.0,Rural,Rejected
LN100479,Female,Yes,0,Graduate,No,8276,2506.0,461.0,360.0,1.0,Semiurban,Approved
LN100480,Male,No,1,Graduate,No,4404,698.0,273.0,240.0,0.0,Urban,Rejected
LN100481,Male,No,0,Graduate,No,9981,3677.0,269.0,360.0,1.0,Urban,Rejected
LN100482,Male,Yes,3+,Graduate,No,4182,5631.0,228.0,360.0,1.0,Urban,Approved
LN100483,Male,Yes,1,Graduate,No,2331,3971.0,680.0,360.0,1.0,Semiurban,Approved
LN100484,Male,No,2,Graduate,Yes,7879,461.0,482.0,300.0,0.0,Rural,Rejected
LN100485,Male,No,0,Graduate,Yes,14308,2128.0,314.0,360.0,1.0,Semiurban,Approved
LN100486,Female,Yes,2,Graduate,No,2434,3304.0,478.0,360.0,1.0,Urban,Rejected
LN100487,Male,Yes,3+,Not Graduate,No,11761,2419.0,465.0,360.0,1.0,Urban,Approved
LN100488,Male,Yes,0,Graduate,No,13796,5002.0,502.0,300.0,0.0,Urban,Rejected
LN100489,Female,No,1,Graduate,No,12362,4888.0,246.0,360.0,0.0,Semiurban,Approved
LN100490,Female,Yes,2,Graduate,No,1802,3671.0,603.0,360.0,1.0,Rural,Approved
LN100491,Male,No,0,Graduate,No,10197,2241.0,102.0,360.0,1.0,Semiurban,Approved
LN100492,Male,Yes,0,Graduate,No,7751,1532.0,529.0,360.0,1.0,Rural,Rejected
LN100493,Male,Yes,0,Graduate,No,14127,635.0,492.0,300.0,0.0,Semiurban,Rejected
LN100494,Male,Yes,0,Graduate,No,12613,2129.0,379.0,360.0,1.0,Semiurban,Approved
LN100495,Male,Yes,0,Graduate,No,14731,2479.0,300.0,360.0,1.0,Urban,Approved
LN100496,Male,Yes,0,Graduate,No,7426,4055.0,172.0,300.0,1.0,Rural,Rejected
LN100497,Male,Yes,0,Graduate,No,9539,3949.0,436.0,360.0,1.0,Rural,Rejected
LN100498,Male,Yes,0,Graduate,No,7803,421.0,388.0,360.0,0.0,Urban,Rejected
LN100499,Female,No,3+,Graduate,No,4690,2372.0,397.0,360.0,0.0,Semiurban,Approved
LN100500,Female,Yes,0,Graduate,Yes,13185,1091.0,78.0,360.0,0.0,Semiurban,Approved
LN100501,Male,Yes,3+,Not Graduate,Yes,12658,941.0,84.0,360.0,1.0,Semiurban,Approved
LN100502,Male,No,0,Graduate,No,8039,4964.0,567.0,360.0,0.0,Rural,Rejected
LN100503,Male,No,0,Graduate,Yes,9826,251.0,445.0,300.0,1.0,Semiurban,Approved
LN100504,Female,No,0,Graduate,No,5106,2515.0,672.0,180.0,1.0,Semiurban,Approved
LN100505,Male,No,0,Not Graduate,No,2697,1009.0,343.0,360.0,1.0,Urban,Rejected
LN100506,Male,,0,Graduate,Yes,11077,5276.0,638.0,,1.0,Urban,Approved
LN100507,Female,Yes,1,Graduate,No,11271,3342.0,398.0,360.0,1.0,Urban,Approved
LN100508,Female,No,0,Graduate,No,2470,1388.0,196.0,360.0,1.0,Urban,Approved
LN100509,Female,No,1,Graduate,No,9091,3015.0,116.0,300.0,0.0,Rural,Rejected
LN100510,Female,Yes,1,Graduate,No,3305,4389.0,569.0,360.0,1.0,Semiurban,Rejected
LN100511,Male,No,0,Graduate,No,8260,5749.0,171.0,,1.0,Urban,Approved
LN100512,Male,Yes,0,Not Graduate,Yes,13567,1323.0,389.0,360.0,1.0,Rural,Approved
LN100513,Female,Yes,2,Graduate,No,14806,5317.0,224.0,360.0,1.0,Urban,Approved
LN100514,Female,Yes,0,Graduate,No,6967,5606.0,646.0,240.0,1.0,Urban,Approved
LN100515,Male,Yes,0,Not Graduate,No,11947,5499.0,500.0,300.0,1.0,Urban,Rejected
LN100516,Male,Yes,3+,Graduate,No,7055,3812.0,606.0,360.0,1.0,Semiurban,Approved
LN100517,Male,Yes,0,Graduate,No,2049,3779.0,185.0,360.0,1.0,Urban,Approved
LN100518,Female,No,1,Graduate,No,8257,2419.0,65.0,240.0,0.0,Semiurban,Approved
LN100519,Female,Yes,3+,Graduate,No,3692,4514.0,382.0,360.0,1.0,Semiurban,Approved
LN100520,Male,Yes,0,Graduate,No,5239,3188.0,244.0,360.0,1.0,Rural,Approved
LN100521,Male,No,0,Not Graduate,No,11845,4065.0,545.0,360.0,1.0,Urban,Rejected
LN100522,Male,No,0,Graduate,No,4654,2571.0,58.0,360.0,1.0,Urban,Approved
LN100523,Female,No,0,Graduate,No,11495,4389.0,383.0,360.0,1.0,Urban,Rejected
LN100524,Female,No,0,Graduate,No,13377,4947.0,382.0,360.0,0.0,Semiurban,Rejected
LN100525,Female,No,1,Not Graduate,No,13563,879.0,376.0,360.0,1.0,Urban,Approved
LN100526,Male,Yes,0,Not Graduate,No,5592,4998.0,64.0,360.0,1.0,Rural,Approved
LN100527,Male,Yes,0,Not Graduate,No,13418,3242.0,663.0,300.0,1.0,Semiurban,Approved
LN100528,Male,Yes,3+,Graduate,No,7130,5068.0,275.0,360.0,0.0,Semiurban,Approved
LN100529,Male,Yes,2,Graduate,No,9671,2588.0,474.0,180.0,1.0,Semiurban,Approved
LN100530,Female,Yes,1,Graduate,No,10035,2274.0,457.0,240.0,1.0,Urban,Rejected
LN100531,Female,No,0,Graduate,No,5412,5490.0,162.0,120.0,1.0,Urban,Approved
LN100532,Female,Yes,1,Graduate,No,4418,1507.0,477.0,120.0,1.0,Urban,Approved
LN100533,Female,Yes,0,Graduate,Yes,6478,5065.0,50.0,360.0,0.0,Semiurban,Rejected
LN100534,Male,Yes,0,Graduate,No,4963,2904.0,315.0,240.0,1.0,Urban,Approved
LN100535,Female,No,0,Graduate,No,11280,3085.0,540.0,360.0,1.0,Urban,Rejected
LN100536,Female,Yes,2,Graduate,No,4742,1851.0,257.0,360.0,1.0,Rural,Approved
LN100537,Female,No,0,Graduate,No,10211,3438.0,671.0,360.0,1.0,Urban,Rejected
LN100538,Male,Yes,0,Graduate,No,3725,1951.0,418.0,240.0,0.0,Rural,Rejected
LN100539,Male,Yes,0,Graduate,No,4772,236.0,355.0,360.0,1.0,Rural,Rejected
LN100540,Male,Yes,0,Graduate,Yes,13505,1632.0,61.0,360.0,,Urban,Approved
LN100541,Female,No,2,Graduate,No,12440,38.0,394.0,360.0,1.0,Urban,Approved
LN100542,Male,Yes,2,Graduate,No,13463,5870.0,514.0,360.0,1.0,Urban,Approved
LN100543,Male,No,2,Graduate,No,12766,5794.0,543.0,360.0,1.0,Semiurban,Approved
LN100544,Male,Yes,0,Graduate,No,2790,2371.0,417.0,360.0,1.0,Semiurban,Approved
LN100545,,Yes,0,Not Graduate,No,12938,4370.0,469.0,300.0,0.0,Rural,Rejected
LN100546,Male,No,0,Graduate,Yes,3612,2075.0,220.0,360.0,,Rural,Rejected
LN100547,Male,No,0,Graduate,No,14945,4027.0,183.0,180.0,1.0,Semiurban,Approved
LN100548,Male,No,0,Graduate,No,10795,4833.0,476.0,360.0,1.0,Urban,Approved
LN100549,Male,No,2,Graduate,No,2289,5681.0,74.0,180.0,1.0,Urban,Approved
LN100550,,No,0,Graduate,No,13548,2401.0,579.0,300.0,1.0,Rural,Approved
LN100551,Male,No,0,Graduate,No,7676,4700.0,239.0,360.0,1.0,Urban,Approved
LN100552,Female,No,0,Not Graduate,No,11485,1596.0,190.0,360.0,1.0,Urban,Rejected
LN100553,Male,No,0,Graduate,No,5445,5942.0,604.0,300.0,1.0,Semiurban,Rejected
LN100554,Male,No,0,Not Graduate,No,8881,155.0,364.0,360.0,1.0,Semiurban,Approved
LN100555,Female,Yes,3+,Graduate,No,4691,3621.0,493.0,360.0,0.0,Rural,Rejected
LN100556,Male,No,2,Graduate,No,11697,3957.0,368.0,300.0,1.0,Semiurban,Approved
